"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"4335","31.464816","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4337","31.472816","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4339","31.478816","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4341","31.489010","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4343","31.497014","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"4345","31.513017","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4347","31.528825","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4349","31.536781","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4351","31.544779","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4353","31.552816","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4355","31.560817","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4357","31.568817","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"4359","31.576781","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4361","31.584828","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4363","31.592829","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"4365","31.600783","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4367","31.608787","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4369","31.616817","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4371","31.624780","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4373","31.632820","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4375","31.640783","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4377","31.648816","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4379","31.656832","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4381","31.664783","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4383","31.672818","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4385","31.680894","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4387","31.689000","1.7.3","host","USB","79","200102000000f0ff00000000000000","URB_INTERRUPT in"
"4389","31.704909","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4391","32.399099","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4393","32.435000","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4395","32.450926","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4397","32.467117","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4399","32.474792","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4401","32.482876","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4403","32.490953","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4405","32.498994","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4407","32.506785","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4409","32.514833","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4411","32.522838","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4413","32.530832","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4415","32.538940","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4417","32.546828","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4419","32.554825","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4421","32.564960","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4423","32.580904","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4425","32.588792","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4427","32.596788","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4429","32.604962","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4431","32.612955","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"4433","32.621004","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4435","32.628969","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4437","32.636842","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4439","32.644842","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4441","32.652826","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4443","32.661112","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"4445","32.668841","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4447","32.676829","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4449","32.685021","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4451","32.692829","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4453","32.700940","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4455","32.708830","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4457","32.716832","1.7.3","host","USB","79","2001020000fd1f0000000000000000","URB_INTERRUPT in"
"4459","32.724838","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4461","32.732826","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4463","32.740838","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4465","32.748826","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4467","32.756791","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4469","32.764827","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4471","32.772827","1.7.3","host","USB","79","2001020000fc1f0000000000000000","URB_INTERRUPT in"
"4473","32.780827","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4475","32.788827","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4477","32.796827","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4479","32.804827","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4481","32.812828","1.7.3","host","USB","79","2001020000fd1f0000000000000000","URB_INTERRUPT in"
"4483","32.822832","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4485","32.830827","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4487","32.838827","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"4489","32.847020","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4491","32.852829","1.7.3","host","USB","79","2001020000fd1f0000000000000000","URB_INTERRUPT in"
"4493","32.860831","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4495","32.868828","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4497","32.878937","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4499","32.886829","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4501","32.894938","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4503","32.902830","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4505","32.910937","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4507","32.918833","1.7.3","host","USB","79","2001020000fd2f0000000000000000","URB_INTERRUPT in"
"4509","32.927021","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4511","32.934830","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4513","32.942835","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4515","32.950829","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4517","32.958830","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"4519","32.966833","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4521","32.974829","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4523","32.982793","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4525","32.990792","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4527","32.998792","1.7.3","host","USB","79","2001020000fd2f0000000000000000","URB_INTERRUPT in"
"4529","33.006793","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4531","33.014791","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4533","33.022787","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4535","33.030839","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4537","33.038790","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4539","33.046990","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4541","33.054791","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4543","33.062868","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4545","33.070959","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4547","33.078937","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4549","33.086944","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4551","33.095014","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4553","33.102947","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4555","33.113031","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4557","33.120905","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"4559","33.126940","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4561","33.134943","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4563","33.142912","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4565","33.150837","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4567","33.158836","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4569","33.168952","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4571","33.177008","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4573","33.184970","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4575","33.192836","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4577","33.200798","1.7.3","host","USB","79","2001020000fe3f0000000000000000","URB_INTERRUPT in"
"4579","33.208795","1.7.3","host","USB","79","2001020000fd2f0000000000000000","URB_INTERRUPT in"
"4581","33.216837","1.7.3","host","USB","79","2001020000fe3f0000000000000000","URB_INTERRUPT in"
"4583","33.224795","1.7.3","host","USB","79","2001020000fd2f0000000000000000","URB_INTERRUPT in"
"4585","33.232924","1.7.3","host","USB","79","2001020000fe3f0000000000000000","URB_INTERRUPT in"
"4587","33.240837","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4589","33.249010","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4591","33.256867","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4593","33.264796","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4595","33.280802","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4597","33.288804","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4599","33.296847","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4601","33.304848","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4603","33.312797","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4605","33.321031","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4607","33.328839","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4609","33.345014","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4611","33.353032","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4613","33.361027","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4615","33.369015","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4617","33.377011","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"4619","33.385005","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4621","33.401027","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4623","33.408814","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"4625","33.417032","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"4627","33.424803","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4629","33.434798","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4631","33.442843","1.7.3","host","USB","79","2001020000fe3f0000000000000000","URB_INTERRUPT in"
"4633","33.458805","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4635","33.466803","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4637","33.474804","1.7.3","host","USB","79","2001020000fe2f0000000000000000","URB_INTERRUPT in"
"4639","33.482799","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4641","33.498798","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4643","33.506828","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4645","33.514791","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"4647","33.522831","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"4649","33.530825","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"4651","33.546994","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"4653","33.554837","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4655","33.562872","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4657","33.578942","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"4659","33.586850","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"4661","33.594949","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"4663","33.602847","1.7.3","host","USB","79","2001020000ff4f0000000000000000","URB_INTERRUPT in"
"4665","33.618836","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"4667","33.626834","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4669","33.634847","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"4671","33.642842","1.7.3","host","USB","79","2001020000ff4f0000000000000000","URB_INTERRUPT in"
"4673","33.658977","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4675","33.666795","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4677","33.674803","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"4679","33.690840","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"4681","33.698942","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4683","33.706947","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"4685","33.723073","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4687","33.730915","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4689","33.740854","1.7.3","host","USB","79","200102000000400000000000000000","URB_INTERRUPT in"
"4691","33.756854","1.7.3","host","USB","79","200102000000400000000000000000","URB_INTERRUPT in"
"4693","33.764914","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4695","33.772995","1.7.3","host","USB","79","200102000000400000000000000000","URB_INTERRUPT in"
"4697","33.788837","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4699","33.797017","1.7.3","host","USB","79","200102000000400000000000000000","URB_INTERRUPT in"
"4701","33.804837","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"4703","33.821029","1.7.3","host","USB","79","200102000000400000000000000000","URB_INTERRUPT in"
"4705","33.829030","1.7.3","host","USB","79","200102000001300000000000000000","URB_INTERRUPT in"
"4707","33.836837","1.7.3","host","USB","79","200102000001400000000000000000","URB_INTERRUPT in"
"4709","33.853154","1.7.3","host","USB","79","200102000001300000000000000000","URB_INTERRUPT in"
"4711","33.860837","1.7.3","host","USB","79","200102000001300000000000000000","URB_INTERRUPT in"
"4713","33.877014","1.7.3","host","USB","79","200102000001300000000000000000","URB_INTERRUPT in"
"4715","33.884838","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"4717","33.892836","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"4719","33.908850","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4721","33.917006","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4723","33.924809","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4725","33.940928","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4727","33.949015","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4729","33.957021","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4731","33.972926","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4733","33.980839","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4735","33.990810","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"4737","34.006805","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"4739","34.014799","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"4741","34.030800","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"4743","34.038845","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"4745","34.046834","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"4747","34.062971","1.7.3","host","USB","79","200102000003200000000000000000","URB_INTERRUPT in"
"4749","34.070797","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"4751","34.078966","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"4753","34.094849","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"4755","34.102845","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"4757","34.111029","1.7.3","host","USB","79","200102000003200000000000000000","URB_INTERRUPT in"
"4759","34.126950","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"4761","34.134951","1.7.3","host","USB","79","200102000003200000000000000000","URB_INTERRUPT in"
"4763","34.143177","1.7.3","host","USB","79","200102000003200000000000000000","URB_INTERRUPT in"
"4765","34.158844","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"4767","34.166948","1.7.3","host","USB","79","200102000003200000000000000000","URB_INTERRUPT in"
"4769","34.182853","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"4771","34.190846","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"4773","34.198948","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"4775","34.214960","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"4777","34.222804","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"4779","34.230839","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"4781","34.238844","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"4783","34.246947","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4785","34.256842","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4787","34.273037","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"4789","34.280914","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4791","34.288841","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4793","34.296841","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4795","34.304851","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4797","34.313035","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4799","34.321035","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4801","34.329040","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"4803","34.337034","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4805","34.345024","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"4807","34.352866","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4809","34.361019","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"4811","34.368841","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4813","34.376840","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"4815","34.384840","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"4817","34.392855","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4819","34.400841","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"4821","34.408841","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"4823","34.416852","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4825","34.424856","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4827","34.432841","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"4829","34.440856","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4831","34.448840","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4833","34.456851","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4835","34.464984","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4837","34.473031","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4839","34.480843","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4841","34.488841","1.7.3","host","USB","79","200102000005f0ff00000000000000","URB_INTERRUPT in"
"4843","34.496841","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4845","34.504805","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"4847","34.512805","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"4849","34.522804","1.7.3","host","USB","79","200102000005e0ff00000000000000","URB_INTERRUPT in"
"4851","34.530805","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"4853","34.538802","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4855","34.544800","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4857","34.552843","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4859","34.560884","1.7.3","host","USB","79","200102000004e0ff00000000000000","URB_INTERRUPT in"
"4861","34.570838","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"4863","34.578979","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4865","34.586973","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4867","34.594851","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"4869","34.602842","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4871","34.610936","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4873","34.618952","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"4875","34.626850","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4877","34.634805","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4879","34.642843","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4881","34.650806","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4883","34.658809","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4885","34.666946","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4887","34.674852","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4889","34.682946","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4891","34.690849","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4893","34.698951","1.7.3","host","USB","79","200102000002e0ff00000000000000","URB_INTERRUPT in"
"4895","34.706850","1.7.3","host","USB","79","200102000003d0ff00000000000000","URB_INTERRUPT in"
"4897","34.714853","1.7.3","host","USB","79","200102000002e0ff00000000000000","URB_INTERRUPT in"
"4899","34.722853","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4901","34.730923","1.7.3","host","USB","79","200102000001e0ff00000000000000","URB_INTERRUPT in"
"4903","34.738942","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"4905","34.746948","1.7.3","host","USB","79","200102000001e0ff00000000000000","URB_INTERRUPT in"
"4907","34.754856","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"4909","34.762808","1.7.3","host","USB","79","200102000000e0ff00000000000000","URB_INTERRUPT in"
